description,redirect_url,adref,title,salary_min,__CLASS__,salary_max,latitude,salary_is_predicted,created,id,longitude,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,category.tag,category.__CLASS__,category.label,contract_time,contract_type
"At BlueOval Battery Park Michigan, you will • use your entrepreneurial skills and team mindset to come up with data-driven solutions • build and lead an agile team to deliver the advanced technology that drives the future • create a culture of trust, encourage diversity of thought and foster leadership in others • be part of the historic transformation of the automotive industry  During training and initial launch, the operating pattern will be an 8-10 hour shift schedule and then transition to…",https://www.adzuna.com/land/ad/5835647439?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=76E6678304C7F23C7CF0E1E89D58E42113D70121,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHI4OVM4ZVU4UkdXUG9KcVFYRlBudyIsImkiOiI1ODM1NjQ3NDM5In0.J_KsqJqw0mOzFB3-1T4HwVa7sNSXKSqQSPuiV7cw1Qo,Industrial Firefighter & Emergency Response Technician,65959.74,Adzuna::API::Response::Job,65959.74,42.439848,1,2026-08-10T09:57:27Z,5835647439,-84.899919,Ford Motor Company,Adzuna::API::Response::Company,"Olivet, Eaton County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Eaton County', 'Olivet']",scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,,
"As a global marketing experience company, Quad’s goal is to help our clients win every day. We use our data-driven integrated marketing and manufacturing platform to streamline solutions for our clients, reduce friction and enhance their marketing spend effectiveness. We’ve built a rich legacy by believing in our people, allowing them to act like owners and to take charge of their own success. Whether an operator, sales rep, a graphic artist or a clinician, we’re all driven to perform at our be…",https://www.adzuna.com/land/ad/5835647381?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=FD9FA60DD772094D43ADDC4F1365D598C981B3F0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNTY0NzM4MSIsInMiOiJEcjg5UzhlVThSR1dQb0pxUVhGUG53In0.nM1sTYv6dyU3Vq_h2SxVeZf49MWQipCXCfQLWksIErs,Flexo Operator- Inspector,60759.28,Adzuna::API::Response::Job,60759.28,42.900289,1,2026-08-10T09:57:27Z,5835647381,-88.003486,Quad,Adzuna::API::Response::Company,"Franklin, Milwaukee County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Milwaukee County', 'Franklin']",manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,,
"As a global marketing experience company, Quad’s goal is to help our clients win every day. We use our data-driven integrated marketing and manufacturing platform to streamline solutions for our clients, reduce friction and enhance their marketing spend effectiveness. We’ve built a rich legacy by believing in our people, allowing them to act like owners and to take charge of their own success. Whether an operator, sales rep, a graphic artist or a clinician, we’re all driven to perform at our be…",https://www.adzuna.com/land/ad/5835647360?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=AA06929ED25AEDC700DDD787A3378AB42821E90C,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNTY0NzM2MCIsInMiOiJEcjg5UzhlVThSR1dQb0pxUVhGUG53In0.azUW9thW7KUL_2fkXKwaNF0eVMODfj445csxBJpfygA,Night Shift Maintenance Mechanic,50172.54,Adzuna::API::Response::Job,50172.54,40.10442,1,2026-08-10T09:57:27Z,5835647360,-75.1107,Quad,Adzuna::API::Response::Company,"Rydal, Montgomery County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Montgomery County', 'Rydal']",engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
"As a global marketing experience company, Quad’s goal is to help our clients win every day. We use our data-driven integrated marketing and manufacturing platform to streamline solutions for our clients, reduce friction and enhance their marketing spend effectiveness. We’ve built a rich legacy by believing in our people, allowing them to act like owners and to take charge of their own success. Whether an operator, sales rep, a graphic artist or a clinician, we’re all driven to perform at our be…",https://www.adzuna.com/land/ad/5835647355?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=F13D3B2E75ADC398BCA877FD9305413E2085D6DF,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNTY0NzM1NSIsInMiOiJEcjg5UzhlVThSR1dQb0pxUVhGUG53In0.xC6hDrE2yK0q43Ie-MWcD0Fft7BOVl4rZpeGWSmZfMk,Digital/Laser Print Operator 2nd shift,74932.66,Adzuna::API::Response::Job,74932.66,43.02114,1,2026-08-10T09:57:27Z,5835647355,-88.01748,Quad,Adzuna::API::Response::Company,"West Allis, Milwaukee County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Milwaukee County', 'West Allis']",engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
"As a global marketing experience company, Quad’s goal is to help our clients win every day. We use our data-driven integrated marketing and manufacturing platform to streamline solutions for our clients, reduce friction and enhance their marketing spend effectiveness. We’ve built a rich legacy by believing in our people, allowing them to act like owners and to take charge of their own success. Whether an operator, sales rep, a graphic artist or a clinician, we’re all driven to perform at our be…",https://www.adzuna.com/land/ad/5835647379?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=B5B52619F46610F0D14550A6E8163271AE245B2E,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHI4OVM4ZVU4UkdXUG9KcVFYRlBudyIsImkiOiI1ODM1NjQ3Mzc5In0.J77Cq3y8bA1OcOYgGhRmHgtn9purJpaNwjX9p09P-2A,Digital/Laser Print Operator 2nd shift,59287.81,Adzuna::API::Response::Job,59287.81,43.14924,1,2026-08-10T09:57:27Z,5835647379,-87.92082,Quad,Adzuna::API::Response::Company,"Glendale, Milwaukee County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Milwaukee County', 'Glendale']",engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
"At BlueOval Battery Park Michigan, you will • use your entrepreneurial skills and team mindset to come up with data-driven solutions • build and lead an agile team to deliver the advanced technology that drives the future • create a culture of trust, encourage diversity of thought and foster leadership in others • be part of the historic transformation of the automotive industry  During training and initial launch, the operating pattern will be an 8-10 hour shift schedule and then transition to…",https://www.adzuna.com/land/ad/5835647460?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=867134CD011B742C0DB7CE14EAB533D3BD2EF8B3,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHI4OVM4ZVU4UkdXUG9KcVFYRlBudyIsImkiOiI1ODM1NjQ3NDYwIn0.orLu6ZhQPe8R4jQwC_yOqHnIX-SI9H7-kD3CaLrxids,Industrial Firefighter,57372.88,Adzuna::API::Response::Job,57372.88,42.467143,1,2026-08-10T09:57:27Z,5835647460,-84.419431,Ford Motor Company,Adzuna::API::Response::Company,"Leslie, Ingham County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Ingham County', 'Leslie']",scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,,
"At BlueOval Battery Park Michigan, you will • use your entrepreneurial skills and team mindset to come up with data-driven solutions • build and lead an agile team to deliver the advanced technology that drives the future • create a culture of trust, encourage diversity of thought and foster leadership in others • be part of the historic transformation of the automotive industry.  During training and initial launch, the operating pattern will be an 8-10 hour shift schedule and then transition t…",https://www.adzuna.com/land/ad/5835647454?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=F4D711DAF1DB016B50497B94EEC2A8F196E4C44A,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHI4OVM4ZVU4UkdXUG9KcVFYRlBudyIsImkiOiI1ODM1NjQ3NDU0In0.swO5pUZXC-KqnTkc7wYVHO7B3xl16S0AC1IMXvWAgGA,Quality Control Operator – 1st Shift,65283.36,Adzuna::API::Response::Job,65283.36,42.439848,1,2026-08-10T09:57:27Z,5835647454,-84.899919,Ford Motor Company,Adzuna::API::Response::Company,"Olivet, Eaton County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Eaton County', 'Olivet']",engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
"At BlueOval Battery Park Michigan, you will • use your entrepreneurial skills and team mindset to come up with data-driven solutions • build and lead an agile team to deliver the advanced technology that drives the future • create a culture of trust, encourage diversity of thought and foster leadership in others • be part of the historic transformation of the automotive industry.  During training and initial launch, the operating pattern will be an 8-10 hour shift schedule and then transition t…",https://www.adzuna.com/land/ad/5835647459?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=4FD47D0B077A876DC17A1E3F74D8FC2820FAE9F8,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHI4OVM4ZVU4UkdXUG9KcVFYRlBudyIsImkiOiI1ODM1NjQ3NDU5In0.G-rcBJfq_asUxI_-SlTMXMPBzzPJAeWiOiRVBf6k2l0,Quality Control Operator – 1st Shift,63540.45,Adzuna::API::Response::Job,63540.45,42.278004,1,2026-08-10T09:57:27Z,5835647459,-84.584292,Ford Motor Company,Adzuna::API::Response::Company,"Parma, Jackson County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Jackson County', 'Parma']",engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
"At BlueOval Battery Park Michigan, you will • use your entrepreneurial skills and team mindset to come up with data-driven solutions • build and lead an agile team to deliver the advanced technology that drives the future • create a culture of trust, encourage diversity of thought and foster leadership in others • be part of the historic transformation of the automotive industry  During training and initial launch, the operating pattern will be an 8-10 hour shift schedule and then transition to…",https://www.adzuna.com/land/ad/5835647418?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=285331D387BE85981FFAFAC4A94434CB74A7AD8C,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHI4OVM4ZVU4UkdXUG9KcVFYRlBudyIsImkiOiI1ODM1NjQ3NDE4In0.V2zR-rtc-CvG-5iLN5SjtUMdzXodlwQVKTU6R0yi4bc,Industrial Firefighter & Emergency Response Technician,65026.62,Adzuna::API::Response::Job,65026.62,42.357291,1,2026-08-10T09:57:27Z,5835647418,-85.349122,Ford Motor Company,Adzuna::API::Response::Company,"Augusta, Kalamazoo County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Kalamazoo County', 'Augusta']",scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,,
"At BlueOval Battery Park Michigan, you will • use your entrepreneurial skills and team mindset to come up with data-driven solutions • build and lead an agile team to deliver the advanced technology that drives the future • create a culture of trust, encourage diversity of thought and foster leadership in others • be part of the historic transformation of the automotive industry.  During training and initial launch, the operating pattern will be an 8-10 hour shift schedule and then transition t…",https://www.adzuna.com/land/ad/5835647455?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=E32EB8AB5730E551D21AA6DB597E78C3B76EBEBE,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNTY0NzQ1NSIsInMiOiJEcjg5UzhlVThSR1dQb0pxUVhGUG53In0.Kdo_5KiiNCDytvPHvhLL1SDy_JEit_iKJa-F8Vcv7bI,Quality Control Operator – 1st Shift,75386.6,Adzuna::API::Response::Job,75386.6,41.908722,1,2026-08-10T09:57:27Z,5835647455,-84.631755,Ford Motor Company,Adzuna::API::Response::Company,"Hillsdale, Hillsdale County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Hillsdale County', 'Hillsdale']",engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
"As a global marketing experience company, Quad’s goal is to help our clients win every day. We use our data-driven integrated marketing and manufacturing platform to streamline solutions for our clients, reduce friction and enhance their marketing spend effectiveness. We’ve built a rich legacy by believing in our people, allowing them to act like owners and to take charge of their own success. Whether an operator, sales rep, a graphic artist or a clinician, we’re all driven to perform at our be…",https://www.adzuna.com/land/ad/5835647434?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=9C4AD727FFEE32C9F85F103A026286687D0BDEAE,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHI4OVM4ZVU4UkdXUG9KcVFYRlBudyIsImkiOiI1ODM1NjQ3NDM0In0.v6f7VUWUMp9OMfH4a0rkONeQLUQgeDv5odg2nSpU3Ac,Night Shift Industrial Electrician,61772.51,Adzuna::API::Response::Job,61772.51,40.194929,1,2026-08-10T09:57:27Z,5835647434,-75.450688,Quad,Adzuna::API::Response::Company,"Rahns, Montgomery County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Montgomery County', 'Rahns']",engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
"At BlueOval Battery Park Michigan, you will • use your entrepreneurial skills and team mindset to come up with data-driven solutions • build and lead an agile team to deliver the advanced technology that drives the future • create a culture of trust, encourage diversity of thought and foster leadership in others • be part of the historic transformation of the automotive industry  During training and initial launch, the operating pattern will be an 8-10 hour shift schedule and then transition to…",https://www.adzuna.com/land/ad/5835647447?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=258AEF005510FB12A68D9AFE7813C5918DB874E4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHI4OVM4ZVU4UkdXUG9KcVFYRlBudyIsImkiOiI1ODM1NjQ3NDQ3In0.mAHRHJZr-2jX7yMhDxEibZN_-b49eHeifbt0clE52jA,Industrial Electrical Maintenance Technician – 1st Shift,55447.14,Adzuna::API::Response::Job,55447.14,42.357291,1,2026-08-10T09:57:27Z,5835647447,-85.349122,Ford Motor Company,Adzuna::API::Response::Company,"Augusta, Kalamazoo County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Kalamazoo County', 'Augusta']",scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,,
"As a global marketing experience company, Quad’s goal is to help our clients win every day. We use our data-driven integrated marketing and manufacturing platform to streamline solutions for our clients, reduce friction and enhance their marketing spend effectiveness. We’ve built a rich legacy by believing in our people, allowing them to act like owners and to take charge of their own success. Whether an operator, sales rep, a graphic artist or a clinician, we’re all driven to perform at our be…",https://www.adzuna.com/land/ad/5835647400?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=95579F051B918EA93BCECB9135698F7CEEDCE054,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNTY0NzQwMCIsInMiOiJEcjg5UzhlVThSR1dQb0pxUVhGUG53In0.zg4MMYdo5a99roUxh-wKaMb53GoUK4wBrgJLvH_MGho,Material Handler - Part Time,40993.75,Adzuna::API::Response::Job,40993.75,43.14114,1,2026-08-10T09:57:27Z,5835647400,-87.94368,Quad,Adzuna::API::Response::Company,"Glendale, Milwaukee County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Milwaukee County', 'Glendale']",part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,,
"At BlueOval Battery Park Michigan, you will • use your entrepreneurial skills and team mindset to come up with data-driven solutions • build and lead an agile team to deliver the advanced technology that drives the future • create a culture of trust, encourage diversity of thought and foster leadership in others • be part of the historic transformation of the automotive industry  During training and initial launch, the operating pattern will be an 8-10 hour shift schedule and then transition to…",https://www.adzuna.com/land/ad/5835647430?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=18BCF15B8DAAA7C52DB0F34A6855C230E8003F9F,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHI4OVM4ZVU4UkdXUG9KcVFYRlBudyIsImkiOiI1ODM1NjQ3NDMwIn0.uHTdI_b7G63fHDAXudFj5G2iQr7IeCFhxpII2CB1qeA,Industrial Firefighter & Emergency Response Technician,53197.38,Adzuna::API::Response::Job,53197.38,42.57869,1,2026-08-10T09:57:27Z,5835647430,-84.453706,Ford Motor Company,Adzuna::API::Response::Company,"Mason, Ingham County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Ingham County', 'Mason']",scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,,
"At BlueOval Battery Park Michigan, you will • use your entrepreneurial skills and team mindset to come up with data-driven solutions • build and lead an agile team to deliver the advanced technology that drives the future • create a culture of trust, encourage diversity of thought and foster leadership in others • be part of the historic transformation of the automotive industry  During training and initial launch, the operating pattern will be an 8-10 hour shift schedule and then transition to…",https://www.adzuna.com/land/ad/5835647432?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=B797F2E9D7D4163DD3E731EC01A0807BA28E3C7E,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHI4OVM4ZVU4UkdXUG9KcVFYRlBudyIsImkiOiI1ODM1NjQ3NDMyIn0.McyUoq4vqu4sg73GCiRBEaHvrSbeZrw0GDCQaerFRXc,Industrial Firefighter,57623.41,Adzuna::API::Response::Job,57623.41,42.103624,1,2026-08-10T09:57:27Z,5835647432,-84.980223,Ford Motor Company,Adzuna::API::Response::Company,"Tekonsha, Calhoun County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Calhoun County', 'Tekonsha']",scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,,
"At BlueOval Battery Park Michigan, you will • use your entrepreneurial skills and team mindset to come up with data-driven solutions • build and lead an agile team to deliver the advanced technology that drives the future • create a culture of trust, encourage diversity of thought and foster leadership in others • be part of the historic transformation of the automotive industry  During training and initial launch, the operating pattern will be an 8-10 hour shift schedule and then transition to…",https://www.adzuna.com/land/ad/5835647416?se=Dr89S8eU8RGWPoJqQXFPnw&utm_medium=api&utm_source=abfa41a4&v=AA9297CCA28DB305447F2DD2B951C5438A3FD93E,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHI4OVM4ZVU4UkdXUG9KcVFYRlBudyIsImkiOiI1ODM1NjQ3NDE2In0.0Gn9OIDBCmv8VPmYP8BGBRJ8YWAS4iVfMfAQxjTy0So,Industrial Firefighter & Emergency Response Technician,71123.33,Adzuna::API::Response::Job,71123.33,42.284617,1,2026-08-10T09:57:27Z,5835647416,-85.208951,Ford Motor Company,Adzuna::API::Response::Company,"Springfield, Calhoun County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Calhoun County', 'Springfield']",scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,,
